timestamp;status_code;length;output_file
2023-08-17 18:53:31;200;323323;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:32;200;297054;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:33;200;274924;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:34;200;280459;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:44;200;302228;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:45;200;337875;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:48;200;284567;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:49;200;335041;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:50;200;285673;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:51;200;297435;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:52;200;310297;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:53;200;313814;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:53;200;294476;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:54;200;257729;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:01;200;334340;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:02;200;301781;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:03;200;319715;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:03;200;337272;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:04;200;323460;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:05;200;303374;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:05;200;302407;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:07;200;326101;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:08;200;355631;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:09;200;323498;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:11;200;289965;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:12;200;314271;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:13;200;310554;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:13;200;303482;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:16;200;290118;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:17;200;287180;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:18;200;283157;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:27;200;308164;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:27;200;287782;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:28;200;336009;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:29;200;312025;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:31;200;276833;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:31;200;313121;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:32;200;316253;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:33;200;270430;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:43;200;307308;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:44;200;2091022;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:45;200;314794;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:46;200;474329;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:46;200;302062;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:47;200;293849;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:48;200;284015;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:49;200;479552;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:50;200;306631;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:51;200;298262;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:52;200;283778;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:53;200;294924;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:54;200;415723;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:55;200;306153;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:55;200;329563;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:56;200;290862;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:57;200;325510;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:58;200;300567;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:54:59;200;342725;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:05;200;279111;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:06;200;322095;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:07;200;278769;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:08;200;278237;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:09;200;294108;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:10;200;2089266;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:11;200;283958;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:11;200;286185;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:12;200;303249;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:16;200;287789;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:17;200;271319;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:18;200;296888;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:18;200;347487;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:20;200;286185;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:21;200;291651;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:22;200;302205;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:22;200;331976;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:23;200;289547;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:55:24;200;280021;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
